Date,Location,Weather,Visibility_m,Traffic_Density_vehicles_per_min,Accident_Occurred,Severity
2023-12-26 08:00:00,Intersection B,Fog,154,25,0,High
2023-12-26 09:00:00,Bypass Road,Rain,253,39,0,High
2023-12-26 10:00:00,Highway 21,Fog,21,62,0,Medium
2023-12-26 11:00:00,Intersection A,Fog,197,5,1,Medium
2023-12-26 12:00:00,Sector 16,Cloudy,122,24,1,Medium
2023-12-26 13:00:00,Sector 62,Clear,207,59,0,Low
2023-12-26 14:00:00,Highway 21,Fog,32,41,0,Medium
2023-12-26 15:00:00,Sector 62,Cloudy,153,41,0,High
2023-12-26 16:00:00,Intersection B,Cloudy,120,82,0,Low
2023-12-26 17:00:00,Sector 16,Cloudy,49,15,0,Medium
2023-12-26 18:00:00,Intersection B,Rain,280,6,1,Medium
2023-12-26 19:00:00,Highway 21,Clear,75,11,1,Low
2023-12-26 20:00:00,Highway 21,Clear,164,35,0,Low
2023-12-26 21:00:00,Highway 21,Rain,208,49,0,High
2023-12-26 22:00:00,Intersection B,Rain,38,46,0,Medium
2023-12-26 23:00:00,Intersection B,Clear,104,15,0,Medium
2023-12-27 00:00:00,Bypass Road,Cloudy,97,44,0,Medium
2023-12-27 01:00:00,Bypass Road,Fog,232,27,1,Low
2023-12-27 02:00:00,Intersection B,Fog,182,43,0,High
2023-12-27 03:00:00,City Center,Fog,59,78,1,Medium
2023-12-27 04:00:00,Bypass Road,Clear,74,55,0,Low
2023-12-27 05:00:00,Intersection A,Fog,53,93,0,Low
2023-12-27 06:00:00,Intersection B,Storm,45,31,0,High
2023-12-27 07:00:00,Sector 62,Clear,67,50,0,Medium
2023-12-27 08:00:00,Highway 21,Cloudy,178,54,0,High
2023-12-27 09:00:00,Bypass Road,Cloudy,30,28,0,Low
2023-12-27 10:00:00,Highway 21,Fog,107,20,0,Medium
2023-12-27 11:00:00,Highway 21,Clear,301,78,0,Low
2023-12-27 12:00:00,Intersection B,Clear,37,53,0,Low
2023-12-27 13:00:00,Intersection A,Fog,26,73,0,High
2023-12-27 14:00:00,Highway 21,Cloudy,28,60,0,High
2023-12-27 15:00:00,Sector 62,Fog,179,52,0,High
2023-12-27 16:00:00,Intersection A,Cloudy,200,40,1,High
2023-12-27 17:00:00,Sector 16,Fog,179,32,0,Low
2023-12-27 18:00:00,Sector 16,Cloudy,291,30,0,Medium
2023-12-27 19:00:00,Intersection B,Storm,175,34,0,Low
2023-12-27 20:00:00,Intersection B,Storm,73,69,1,Low
2023-12-27 21:00:00,Intersection B,Rain,78,13,0,Low
2023-12-27 22:00:00,Sector 16,Cloudy,237,16,0,Medium
2023-12-27 23:00:00,Sector 62,Clear,168,40,1,Low
2023-12-28 00:00:00,Sector 62,Storm,104,28,0,High
2023-12-28 01:00:00,Sector 16,Cloudy,273,37,0,Medium
2023-12-28 02:00:00,Intersection A,Cloudy,140,67,0,Medium
2023-12-28 03:00:00,City Center,Storm,104,14,0,Medium
2023-12-28 04:00:00,Bypass Road,Storm,161,93,0,Low
2023-12-28 05:00:00,City Center,Rain,26,71,0,Medium
2023-12-28 06:00:00,Highway 21,Storm,135,48,0,Low
2023-12-28 07:00:00,Sector 16,Rain,279,45,0,High
2023-12-28 08:00:00,Sector 62,Fog,71,60,0,High
2023-12-28 09:00:00,Intersection B,Rain,61,44,0,Low
2023-12-28 10:00:00,Highway 21,Storm,269,35,1,High
2023-12-28 11:00:00,Sector 16,Rain,203,71,0,High
2023-12-28 12:00:00,City Center,Cloudy,48,55,0,Low
2023-12-28 13:00:00,Sector 62,Fog,172,8,1,Medium
2023-12-28 14:00:00,Intersection A,Storm,274,84,0,High
2023-12-28 15:00:00,Highway 21,Storm,167,74,0,Low
2023-12-28 16:00:00,Intersection B,Fog,253,31,0,High
2023-12-28 17:00:00,Highway 21,Rain,187,94,0,Low
2023-12-28 18:00:00,City Center,Rain,104,72,0,High
2023-12-28 19:00:00,Intersection A,Rain,209,23,0,Low
2023-12-28 20:00:00,City Center,Cloudy,60,5,0,Medium
2023-12-28 21:00:00,City Center,Fog,170,20,0,High
2023-12-28 22:00:00,Intersection B,Cloudy,224,82,0,Medium
2023-12-28 23:00:00,Intersection A,Clear,121,30,0,High
2023-12-29 00:00:00,Sector 62,Clear,306,45,0,High
2023-12-29 01:00:00,Intersection B,Fog,52,25,0,High
2023-12-29 02:00:00,Bypass Road,Fog,302,54,0,Medium
2023-12-29 03:00:00,Sector 62,Cloudy,281,47,0,Medium
2023-12-29 04:00:00,Intersection A,Cloudy,165,86,1,Low
2023-12-29 05:00:00,Bypass Road,Storm,35,18,0,High
2023-12-29 06:00:00,Bypass Road,Cloudy,27,61,0,Low
2023-12-29 07:00:00,City Center,Storm,129,27,0,Medium
2023-12-29 08:00:00,Intersection B,Clear,190,66,0,High
2023-12-29 09:00:00,Highway 21,Storm,182,14,1,Low
2023-12-29 10:00:00,Intersection A,Storm,280,28,1,High
2023-12-29 11:00:00,City Center,Fog,103,84,0,Low
2023-12-29 12:00:00,Sector 16,Rain,252,62,0,Medium
2023-12-29 13:00:00,City Center,Fog,212,34,0,High
2023-12-29 14:00:00,Intersection A,Fog,150,7,1,High
2023-12-29 15:00:00,Intersection A,Fog,308,45,0,High
2023-12-29 16:00:00,Sector 62,Fog,73,93,1,Medium
2023-12-29 17:00:00,Sector 62,Fog,122,42,0,Medium
2023-12-29 18:00:00,City Center,Clear,31,72,1,High
2023-12-29 19:00:00,Sector 16,Rain,71,46,0,Low
2023-12-29 20:00:00,Sector 62,Clear,267,89,0,High
2023-12-29 21:00:00,Intersection A,Fog,277,17,0,Low
2023-12-29 22:00:00,Sector 16,Fog,98,9,0,High
2023-12-29 23:00:00,Sector 62,Fog,126,43,0,Low
2023-12-30 00:00:00,Intersection A,Clear,228,20,0,Low
2023-12-30 01:00:00,Highway 21,Rain,285,79,1,High
2023-12-30 02:00:00,Highway 21,Clear,246,71,0,Medium
2023-12-30 03:00:00,Intersection A,Clear,157,75,1,High
2023-12-30 04:00:00,Intersection A,Fog,30,9,0,Medium
2023-12-30 05:00:00,Sector 16,Clear,82,57,0,Low
2023-12-30 06:00:00,Bypass Road,Cloudy,290,40,1,Medium
2023-12-30 07:00:00,Intersection B,Storm,70,78,0,High
2023-12-30 08:00:00,Intersection A,Fog,301,83,1,Medium
2023-12-30 09:00:00,Intersection A,Fog,235,40,0,Low
2023-12-30 10:00:00,Sector 16,Clear,253,67,0,High
2023-12-30 11:00:00,Bypass Road,Storm,182,31,0,Low
2023-12-30 12:00:00,Intersection B,Clear,285,35,0,Medium
2023-12-30 13:00:00,Sector 62,Cloudy,181,64,0,Medium
2023-12-30 14:00:00,Highway 21,Storm,21,42,1,Medium
2023-12-30 15:00:00,Highway 21,Clear,154,17,0,Low
2023-12-30 16:00:00,Intersection B,Clear,179,40,0,Medium
2023-12-30 17:00:00,Intersection B,Cloudy,196,45,1,Low
2023-12-30 18:00:00,Sector 16,Rain,218,40,1,Low
2023-12-30 19:00:00,Highway 21,Fog,305,52,0,High
2023-12-30 20:00:00,Intersection B,Storm,167,93,1,Low
2023-12-30 21:00:00,Sector 16,Fog,112,69,1,Medium
2023-12-30 22:00:00,City Center,Storm,187,18,0,High
2023-12-30 23:00:00,City Center,Cloudy,74,81,0,High
2023-12-31 00:00:00,Highway 21,Storm,266,59,0,Medium
2023-12-31 01:00:00,City Center,Cloudy,67,62,0,Medium
2023-12-31 02:00:00,Intersection B,Cloudy,266,86,0,High
2023-12-31 03:00:00,Sector 62,Rain,253,66,0,Low
2023-12-31 04:00:00,Highway 21,Rain,306,91,1,High
2023-12-31 05:00:00,Sector 16,Cloudy,291,86,0,Medium
2023-12-31 06:00:00,Highway 21,Fog,74,64,0,Medium
2023-12-31 07:00:00,Bypass Road,Clear,273,35,0,High
2023-12-31 08:00:00,City Center,Storm,291,22,0,Medium
2023-12-31 09:00:00,Intersection B,Clear,42,34,0,Low
2023-12-31 10:00:00,Sector 62,Rain,22,41,0,High
2023-12-31 11:00:00,Highway 21,Clear,251,80,1,Low
2023-12-31 12:00:00,City Center,Rain,181,46,0,Medium
2023-12-31 13:00:00,Highway 21,Fog,289,45,0,Medium
2023-12-31 14:00:00,Intersection A,Rain,23,62,0,High
2023-12-31 15:00:00,Bypass Road,Rain,208,62,0,Medium
2023-12-31 16:00:00,Bypass Road,Fog,34,83,0,Low
2023-12-31 17:00:00,City Center,Storm,57,72,0,Low
2023-12-31 18:00:00,Bypass Road,Clear,186,91,0,Low
2023-12-31 19:00:00,City Center,Storm,280,17,0,High
2023-12-31 20:00:00,Intersection A,Clear,57,58,0,High
2023-12-31 21:00:00,Bypass Road,Fog,203,20,1,Low
2023-12-31 22:00:00,City Center,Storm,214,12,0,Medium
2023-12-31 23:00:00,Intersection A,Clear,108,65,0,Medium
2024-01-01 00:00:00,Sector 62,Storm,167,64,0,Medium
2024-01-01 01:00:00,Bypass Road,Cloudy,169,92,0,Low
2024-01-01 02:00:00,Sector 62,Storm,165,23,0,Low
2024-01-01 03:00:00,Sector 16,Cloudy,286,74,0,Medium
2024-01-01 04:00:00,Intersection A,Clear,94,48,1,Medium
2024-01-01 05:00:00,City Center,Clear,319,9,0,Medium
2024-01-01 06:00:00,City Center,Cloudy,90,27,0,Low
2024-01-01 07:00:00,Sector 62,Storm,57,69,1,High
2024-01-01 08:00:00,Sector 16,Storm,46,74,0,Low
2024-01-01 09:00:00,Intersection B,Cloudy,120,78,0,Medium
2024-01-01 10:00:00,Intersection A,Cloudy,84,92,0,Low
2024-01-01 11:00:00,Intersection B,Fog,247,52,0,Medium
2024-01-01 12:00:00,Bypass Road,Cloudy,111,16,0,High
2024-01-01 13:00:00,City Center,Clear,161,79,0,High
2024-01-01 14:00:00,Intersection B,Cloudy,283,72,1,Low
2024-01-01 15:00:00,Bypass Road,Clear,274,22,0,Medium
2024-01-01 16:00:00,Intersection A,Storm,69,49,0,Low
2024-01-01 17:00:00,Bypass Road,Clear,125,50,0,Low
2024-01-01 18:00:00,Intersection A,Rain,162,5,1,Medium
2024-01-01 19:00:00,City Center,Clear,90,29,0,Medium
2024-01-01 20:00:00,Sector 16,Cloudy,19,7,0,Medium
2024-01-01 21:00:00,Highway 21,Storm,193,14,1,Low
2024-01-01 22:00:00,Sector 16,Fog,160,19,1,High
2024-01-01 23:00:00,Intersection A,Fog,280,83,1,High
2024-01-02 00:00:00,Sector 16,Rain,59,58,0,High
2024-01-02 01:00:00,Intersection B,Storm,296,17,0,Low
2024-01-02 02:00:00,Bypass Road,Clear,168,43,0,Medium
2024-01-02 03:00:00,Sector 16,Rain,294,21,0,Low
2024-01-02 04:00:00,Bypass Road,Clear,197,35,0,Low
2024-01-02 05:00:00,Bypass Road,Storm,78,89,1,High
2024-01-02 06:00:00,Bypass Road,Clear,117,40,0,High
2024-01-02 07:00:00,Intersection A,Rain,73,42,0,Medium
2024-01-02 08:00:00,Bypass Road,Rain,37,56,0,High
2024-01-02 09:00:00,Highway 21,Storm,269,46,0,Low
2024-01-02 10:00:00,Sector 16,Clear,169,23,0,High
2024-01-02 11:00:00,Bypass Road,Cloudy,304,62,0,Medium
2024-01-02 12:00:00,Sector 16,Storm,258,51,0,Medium
2024-01-02 13:00:00,Intersection B,Fog,28,23,0,Low
2024-01-02 14:00:00,City Center,Fog,212,23,0,High
2024-01-02 15:00:00,Intersection B,Storm,82,56,0,Medium
2024-01-02 16:00:00,Bypass Road,Fog,217,55,0,High
2024-01-02 17:00:00,Sector 16,Storm,195,45,0,Medium
2024-01-02 18:00:00,Highway 21,Rain,171,78,0,Medium
2024-01-02 19:00:00,Sector 62,Rain,36,38,0,High
2024-01-02 20:00:00,Intersection A,Fog,298,57,0,Medium
2024-01-02 21:00:00,Intersection A,Rain,130,61,0,High
2024-01-02 22:00:00,Intersection B,Storm,90,16,0,High
2024-01-02 23:00:00,City Center,Cloudy,157,14,1,Medium
2024-01-03 00:00:00,Sector 62,Storm,264,53,0,High
2024-01-03 01:00:00,Sector 62,Clear,312,53,0,High
2024-01-03 02:00:00,City Center,Fog,238,26,0,High
2024-01-03 03:00:00,Highway 21,Cloudy,212,42,1,Low
2024-01-03 04:00:00,Bypass Road,Storm,93,42,0,Low
2024-01-03 05:00:00,Intersection A,Rain,65,25,0,High
2024-01-03 06:00:00,Sector 16,Rain,51,58,1,Medium
2024-01-03 07:00:00,Intersection B,Rain,259,18,1,High
2024-01-03 08:00:00,Intersection A,Fog,30,53,0,High
2024-01-03 09:00:00,Intersection A,Fog,167,33,0,Low
2024-01-03 10:00:00,Intersection B,Storm,129,83,0,High
2024-01-03 11:00:00,Highway 21,Storm,315,58,0,High
2024-01-03 12:00:00,Bypass Road,Rain,57,39,1,High
2024-01-03 13:00:00,Sector 62,Rain,155,93,0,Low
2024-01-03 14:00:00,Intersection A,Cloudy,119,90,1,High
2024-01-03 15:00:00,Intersection A,Cloudy,237,39,0,High
2024-01-03 16:00:00,Sector 62,Fog,302,10,0,High
2024-01-03 17:00:00,Highway 21,Clear,76,33,0,Low
2024-01-03 18:00:00,Highway 21,Rain,251,20,0,Low
2024-01-03 19:00:00,Sector 16,Fog,138,90,0,Low
2024-01-03 20:00:00,Intersection B,Cloudy,255,34,0,Low
2024-01-03 21:00:00,Highway 21,Clear,18,15,1,Low
2024-01-03 22:00:00,Bypass Road,Clear,76,93,0,Low
2024-01-03 23:00:00,Intersection A,Storm,58,14,1,High
2024-01-04 00:00:00,Intersection B,Rain,237,63,0,High
2024-01-04 01:00:00,Bypass Road,Clear,317,94,1,High
2024-01-04 02:00:00,Intersection A,Rain,58,62,0,Medium
2024-01-04 03:00:00,Intersection A,Fog,92,16,1,Medium
2024-01-04 04:00:00,Intersection A,Storm,201,94,0,Medium
2024-01-04 05:00:00,Intersection A,Cloudy,17,59,0,Medium
2024-01-04 06:00:00,Sector 62,Fog,245,72,0,Low
2024-01-04 07:00:00,Bypass Road,Fog,87,15,1,Low
2024-01-04 08:00:00,Sector 16,Clear,227,87,0,High
2024-01-04 09:00:00,Intersection A,Clear,246,74,0,High
2024-01-04 10:00:00,City Center,Fog,96,84,0,Medium
2024-01-04 11:00:00,Sector 62,Fog,206,41,1,High
2024-01-04 12:00:00,Intersection B,Cloudy,193,22,0,Medium
2024-01-04 13:00:00,City Center,Clear,185,86,0,High
2024-01-04 14:00:00,Sector 62,Storm,50,32,1,Low
2024-01-04 15:00:00,Sector 16,Cloudy,269,77,0,Low
2024-01-04 16:00:00,City Center,Clear,47,32,0,Low
2024-01-04 17:00:00,Intersection B,Cloudy,198,53,0,High
2024-01-04 18:00:00,Sector 62,Rain,234,15,0,Low
2024-01-04 19:00:00,Sector 62,Cloudy,188,34,0,Low
2024-01-04 20:00:00,Bypass Road,Storm,111,82,0,Medium
2024-01-04 21:00:00,Highway 21,Clear,91,55,0,High
2024-01-04 22:00:00,Sector 16,Fog,245,11,0,High
2024-01-04 23:00:00,Intersection B,Fog,245,46,1,Low
2024-01-05 00:00:00,Intersection B,Clear,235,24,0,Low
2024-01-05 01:00:00,Intersection B,Rain,148,36,1,Medium
2024-01-05 02:00:00,Sector 62,Storm,291,66,0,High
2024-01-05 03:00:00,Intersection B,Storm,21,36,0,Medium
2024-01-05 04:00:00,Sector 16,Storm,237,49,0,Low
2024-01-05 05:00:00,Highway 21,Fog,27,8,0,High
2024-01-05 06:00:00,Highway 21,Fog,310,11,0,High
2024-01-05 07:00:00,Intersection B,Fog,194,42,0,Medium
2024-01-05 08:00:00,Bypass Road,Clear,302,59,0,Low
2024-01-05 09:00:00,Bypass Road,Fog,79,56,0,High
2024-01-05 10:00:00,Sector 16,Cloudy,296,94,0,Low
2024-01-05 11:00:00,City Center,Storm,222,89,0,Medium
2024-01-05 12:00:00,Sector 62,Fog,292,84,0,Medium
2024-01-05 13:00:00,Sector 16,Clear,233,42,1,Medium
2024-01-05 14:00:00,Sector 16,Fog,146,83,0,High
2024-01-05 15:00:00,Intersection B,Storm,140,13,0,High
2024-01-05 16:00:00,Bypass Road,Rain,303,51,0,Medium
2024-01-05 17:00:00,Highway 21,Rain,58,21,0,Low
2024-01-05 18:00:00,Bypass Road,Rain,116,79,0,High
2024-01-05 19:00:00,Sector 62,Clear,65,74,1,Medium
2024-01-05 20:00:00,Sector 62,Cloudy,208,66,1,Medium
2024-01-05 21:00:00,Bypass Road,Rain,65,19,0,Medium
2024-01-05 22:00:00,City Center,Clear,30,88,0,Medium
2024-01-05 23:00:00,Sector 62,Storm,18,17,0,High
2024-01-06 00:00:00,Bypass Road,Clear,276,58,0,Low
2024-01-06 01:00:00,Intersection A,Clear,170,73,0,Medium
2024-01-06 02:00:00,Bypass Road,Rain,99,52,0,High
2024-01-06 03:00:00,Sector 16,Fog,135,66,1,Medium
2024-01-06 04:00:00,Sector 16,Clear,278,38,0,High
2024-01-06 05:00:00,Intersection B,Fog,140,86,0,High
2024-01-06 06:00:00,Sector 62,Clear,136,32,1,High
2024-01-06 07:00:00,City Center,Clear,308,55,0,Medium
2024-01-06 08:00:00,City Center,Storm,20,81,1,Medium
2024-01-06 09:00:00,Highway 21,Clear,162,70,0,High
2024-01-06 10:00:00,Sector 62,Fog,39,89,0,Low
2024-01-06 11:00:00,City Center,Clear,126,65,0,Medium
2024-01-06 12:00:00,City Center,Rain,128,53,0,Medium
2024-01-06 13:00:00,Bypass Road,Clear,64,90,0,High
2024-01-06 14:00:00,Intersection B,Rain,134,44,0,Low
2024-01-06 15:00:00,Intersection A,Clear,93,78,0,High
2024-01-06 16:00:00,Highway 21,Cloudy,39,58,0,High
2024-01-06 17:00:00,Sector 62,Rain,75,81,0,High
2024-01-06 18:00:00,Sector 62,Cloudy,280,39,0,Medium
2024-01-06 19:00:00,Intersection B,Cloudy,174,18,0,Medium
2024-01-06 20:00:00,Bypass Road,Clear,289,71,0,Low
2024-01-06 21:00:00,Sector 62,Fog,129,92,0,Low
2024-01-06 22:00:00,Intersection B,Rain,189,21,0,Low
2024-01-06 23:00:00,Sector 16,Clear,91,54,0,Low
2024-01-07 00:00:00,Sector 16,Storm,169,7,0,Low
2024-01-07 01:00:00,Highway 21,Fog,30,76,0,Medium
2024-01-07 02:00:00,Highway 21,Clear,54,91,0,High
2024-01-07 03:00:00,City Center,Fog,102,32,0,High
2024-01-07 04:00:00,Sector 62,Storm,123,31,0,Low
2024-01-07 05:00:00,Intersection B,Cloudy,25,38,0,Low
2024-01-07 06:00:00,Bypass Road,Storm,71,21,0,Low
2024-01-07 07:00:00,Sector 62,Rain,133,70,1,Medium
2024-01-07 08:00:00,Sector 62,Cloudy,291,50,0,Medium
2024-01-07 09:00:00,Bypass Road,Storm,282,75,0,Low
2024-01-07 10:00:00,Bypass Road,Clear,74,78,1,Medium
2024-01-07 11:00:00,Intersection B,Storm,307,14,0,High
2024-01-07 12:00:00,Intersection B,Clear,235,87,0,Low
2024-01-07 13:00:00,Intersection B,Clear,296,37,0,High
2024-01-07 14:00:00,Sector 16,Cloudy,46,74,1,Medium
2024-01-07 15:00:00,Intersection A,Fog,211,58,0,High
2024-01-07 16:00:00,Highway 21,Clear,268,32,0,Low
2024-01-07 17:00:00,Highway 21,Fog,208,79,0,High
2024-01-07 18:00:00,Intersection B,Fog,218,35,0,Medium
2024-01-07 19:00:00,Highway 21,Cloudy,278,5,0,High
2024-01-07 20:00:00,Sector 16,Cloudy,112,50,0,Low
2024-01-07 21:00:00,Intersection B,Fog,201,85,0,Low
2024-01-07 22:00:00,Sector 16,Fog,102,53,0,High
2024-01-07 23:00:00,Highway 21,Clear,193,7,0,Medium
2024-01-08 00:00:00,Highway 21,Storm,299,18,1,Medium
2024-01-08 01:00:00,Sector 62,Rain,245,49,0,Medium
2024-01-08 02:00:00,Highway 21,Cloudy,88,85,1,Low
2024-01-08 03:00:00,Sector 62,Storm,199,18,0,High
2024-01-08 04:00:00,Highway 21,Clear,203,14,0,Low
2024-01-08 05:00:00,Sector 62,Clear,293,59,0,Medium
2024-01-08 06:00:00,City Center,Clear,272,66,1,High
2024-01-08 07:00:00,Sector 62,Storm,138,41,0,Low
2024-01-08 08:00:00,Sector 62,Clear,138,6,0,Low
2024-01-08 09:00:00,Bypass Road,Rain,284,45,1,Medium
2024-01-08 10:00:00,City Center,Rain,61,39,1,High
2024-01-08 11:00:00,Bypass Road,Clear,111,28,0,Medium
2024-01-08 12:00:00,Bypass Road,Cloudy,210,18,0,High
2024-01-08 13:00:00,City Center,Storm,97,88,0,Low
2024-01-08 14:00:00,Sector 16,Fog,188,66,0,High
2024-01-08 15:00:00,Highway 21,Cloudy,88,29,0,Medium
2024-01-08 16:00:00,Bypass Road,Fog,112,60,0,High
2024-01-08 17:00:00,Bypass Road,Rain,131,26,0,High
2024-01-08 18:00:00,Intersection A,Cloudy,49,67,0,High
2024-01-08 19:00:00,City Center,Rain,248,6,0,High
2024-01-08 20:00:00,Highway 21,Rain,176,57,0,Medium
2024-01-08 21:00:00,Intersection B,Fog,309,24,0,High
2024-01-08 22:00:00,Highway 21,Fog,166,65,0,High
2024-01-08 23:00:00,Sector 16,Rain,135,39,0,High
2024-01-09 00:00:00,Intersection B,Fog,140,81,0,Low
2024-01-09 01:00:00,Bypass Road,Clear,182,59,0,High
2024-01-09 02:00:00,Sector 16,Fog,312,16,0,Medium
2024-01-09 03:00:00,Sector 16,Rain,154,69,0,Low
2024-01-09 04:00:00,Sector 62,Clear,286,74,0,Low
2024-01-09 05:00:00,City Center,Clear,214,6,0,Medium
2024-01-09 06:00:00,City Center,Clear,81,15,0,Low
2024-01-09 07:00:00,City Center,Fog,207,8,0,Low
2024-01-09 08:00:00,Sector 16,Cloudy,105,70,0,Medium
2024-01-09 09:00:00,City Center,Clear,155,51,0,Low
2024-01-09 10:00:00,Sector 62,Rain,108,36,1,Low
2024-01-09 11:00:00,Highway 21,Cloudy,175,91,1,Low
2024-01-09 12:00:00,Sector 16,Cloudy,161,73,0,High
2024-01-09 13:00:00,Intersection B,Cloudy,277,74,0,Medium
2024-01-09 14:00:00,Sector 62,Fog,287,20,0,Low
2024-01-09 15:00:00,Intersection A,Storm,157,63,0,Medium
2024-01-09 16:00:00,City Center,Fog,254,88,0,Medium
2024-01-09 17:00:00,Sector 62,Clear,173,37,0,High
2024-01-09 18:00:00,Sector 16,Fog,131,34,0,Medium
2024-01-09 19:00:00,Intersection A,Cloudy,243,51,0,High
2024-01-09 20:00:00,Bypass Road,Storm,16,32,0,Low
2024-01-09 21:00:00,City Center,Storm,117,30,0,High
2024-01-09 22:00:00,Highway 21,Cloudy,309,93,1,High
2024-01-09 23:00:00,Sector 16,Fog,138,6,0,High
2024-01-10 00:00:00,Intersection A,Fog,218,91,1,Low
2024-01-10 01:00:00,Sector 62,Cloudy,146,45,0,High
2024-01-10 02:00:00,Sector 16,Fog,131,8,1,Low
2024-01-10 03:00:00,Highway 21,Storm,276,29,0,High
2024-01-10 04:00:00,City Center,Cloudy,130,82,0,High
2024-01-10 05:00:00,Bypass Road,Storm,76,25,0,Low
2024-01-10 06:00:00,Intersection A,Rain,198,37,0,Low
2024-01-10 07:00:00,Intersection B,Fog,54,46,0,Medium
2024-01-10 08:00:00,Intersection B,Cloudy,243,61,0,High
2024-01-10 09:00:00,Bypass Road,Storm,199,52,0,Medium
2024-01-10 10:00:00,Intersection B,Cloudy,225,62,0,Low
2024-01-10 11:00:00,Highway 21,Rain,113,92,0,Medium
2024-01-10 12:00:00,Sector 16,Storm,140,93,0,Low
2024-01-10 13:00:00,Sector 16,Rain,194,43,0,High
2024-01-10 14:00:00,Intersection A,Fog,183,5,1,Low
2024-01-10 15:00:00,Intersection A,Storm,172,33,0,Low
2024-01-10 16:00:00,Highway 21,Rain,51,78,0,Low
2024-01-10 17:00:00,Intersection A,Clear,230,71,0,Low
2024-01-10 18:00:00,Intersection B,Cloudy,153,53,0,Medium
2024-01-10 19:00:00,City Center,Storm,282,49,1,High
2024-01-10 20:00:00,Sector 16,Clear,68,80,0,Low
2024-01-10 21:00:00,Sector 16,Cloudy,27,42,0,Medium
2024-01-10 22:00:00,Sector 16,Fog,42,50,0,Medium
2024-01-10 23:00:00,City Center,Rain,69,56,0,Medium
2024-01-11 00:00:00,Sector 62,Clear,171,40,0,Medium
2024-01-11 01:00:00,Highway 21,Storm,214,41,1,High
2024-01-11 02:00:00,Highway 21,Clear,174,60,0,High
2024-01-11 03:00:00,Sector 62,Clear,164,37,0,Medium
2024-01-11 04:00:00,City Center,Cloudy,278,31,0,High
2024-01-11 05:00:00,City Center,Rain,244,55,0,High
2024-01-11 06:00:00,Sector 62,Clear,250,73,0,High
2024-01-11 07:00:00,Intersection B,Storm,22,48,0,Low
2024-01-11 08:00:00,Highway 21,Cloudy,234,59,0,Medium
2024-01-11 09:00:00,City Center,Rain,141,13,0,High
2024-01-11 10:00:00,Intersection A,Clear,158,93,0,High
2024-01-11 11:00:00,Intersection A,Rain,235,62,0,Low
2024-01-11 12:00:00,Intersection A,Clear,146,25,0,Medium
2024-01-11 13:00:00,Intersection B,Fog,259,60,0,Low
2024-01-11 14:00:00,Sector 62,Fog,42,22,0,High
2024-01-11 15:00:00,Sector 16,Cloudy,21,63,0,Medium
2024-01-11 16:00:00,City Center,Storm,105,49,0,Low
2024-01-11 17:00:00,Sector 16,Fog,194,17,0,Medium
2024-01-11 18:00:00,Intersection A,Clear,193,11,0,High
2024-01-11 19:00:00,Highway 21,Storm,233,23,0,Low
2024-01-11 20:00:00,Highway 21,Cloudy,176,46,0,Low
2024-01-11 21:00:00,City Center,Fog,128,46,1,High
2024-01-11 22:00:00,Highway 21,Clear,279,17,0,Medium
2024-01-11 23:00:00,Intersection B,Cloudy,69,78,1,Medium
2024-01-12 00:00:00,Highway 21,Fog,64,64,1,Low
2024-01-12 01:00:00,Bypass Road,Clear,309,61,0,High
2024-01-12 02:00:00,Sector 62,Cloudy,26,22,0,Low
2024-01-12 03:00:00,Highway 21,Clear,155,83,0,Medium
2024-01-12 04:00:00,Intersection B,Fog,273,70,0,Low
2024-01-12 05:00:00,Sector 16,Fog,97,49,0,Medium
2024-01-12 06:00:00,Highway 21,Clear,80,92,0,Medium
2024-01-12 07:00:00,Bypass Road,Cloudy,236,53,0,Low
2024-01-12 08:00:00,Sector 62,Clear,174,14,0,Medium
2024-01-12 09:00:00,Intersection A,Storm,225,53,0,Low
2024-01-12 10:00:00,Highway 21,Storm,250,45,1,High
2024-01-12 11:00:00,City Center,Fog,223,47,0,Low
2024-01-12 12:00:00,Intersection A,Cloudy,160,72,0,High
2024-01-12 13:00:00,Highway 21,Cloudy,71,5,0,Low
2024-01-12 14:00:00,Intersection A,Rain,86,23,1,High
2024-01-12 15:00:00,Intersection A,Storm,133,65,0,High
2024-01-12 16:00:00,Sector 16,Storm,271,23,0,High
2024-01-12 17:00:00,Sector 62,Rain,193,46,0,Low
2024-01-12 18:00:00,Bypass Road,Storm,283,90,1,High
2024-01-12 19:00:00,Sector 62,Rain,57,43,0,Medium
2024-01-12 20:00:00,Intersection A,Clear,311,68,0,Low
2024-01-12 21:00:00,City Center,Storm,238,74,0,Medium
2024-01-12 22:00:00,Highway 21,Storm,309,82,0,Low
2024-01-12 23:00:00,Sector 62,Fog,96,50,0,Medium
2024-01-13 00:00:00,Intersection B,Fog,314,63,0,High
2024-01-13 01:00:00,Highway 21,Rain,228,49,0,Low
2024-01-13 02:00:00,Sector 62,Clear,137,20,0,Low
2024-01-13 03:00:00,Highway 21,Storm,133,50,0,Medium
2024-01-13 04:00:00,City Center,Cloudy,290,29,0,Medium
2024-01-13 05:00:00,Bypass Road,Cloudy,27,22,0,Low
2024-01-13 06:00:00,Intersection A,Cloudy,244,41,0,Low
2024-01-13 07:00:00,Intersection A,Storm,218,74,0,Low
